id,exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,category,laterality,exercise_classification,inserted_at,equipment,standardized_name,standardized_primary_muscle,standardized_secondary_muscle,standardization_notes
6569,Bodyweight Glute Bridge Isometric with Alternating Single Leg Extension,https://youtu.be/cRCXEFhpBEI?si=6A2YpBsXM9WqT6rW,https://youtu.be/ubuobFi9GH8?si=aysa84_fukw-vhZm,Beginner,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Bodyweight,Glute Bridge with Alternating Leg Extension,Glutes,Hamstrings,Isometric hold with dynamic leg movement
6570,Miniband Side Lying Clamshell,https://youtu.be/vSpyJR3dA7s?si=voo83Swm5kMbYEwl,https://youtu.be/m_ZPapmqeNM,Beginner,Glutes,Gluteus Maximus,Gluteus Medius,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband,Clamshell with Miniband,Glutes,Gluteus Medius,Targets hip abductors
6571,Miniband Ankle Side Lying Hip Abduction,https://youtu.be/bDvFd4EZt8M,,Beginner,Abductors,Gluteus Medius,Gluteus Minimus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband,Side Lying Hip Abduction with Miniband,Gluteus Medius,Gluteus Minimus,Targets hip abductors
6572,Miniband Bench Seated Hip Abduction,https://youtu.be/NeO0w4Jv4rs?si=zFKHnPvts0-arQgk,,Beginner,Abductors,Gluteus Medius,Gluteus Minimus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband,Seated Hip Abduction with Miniband,Gluteus Medius,Gluteus Minimus,Hip abduction in seated position
6573,Miniband Glute Bridge Hip Abduction,https://youtu.be/oS3cYfl6Bns,,Beginner,Glutes,Gluteus Maximus,Gluteus Medius,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband,Glute Bridge with Hip Abduction,Glutes,Gluteus Medius,Combines glute bridge and abduction
6574,Stability Ball Hip Thrust,https://youtu.be/4azLK_5vOqY?si=bceKCFzhvhSW5jXe,https://youtu.be/awrONjSvtNU,Beginner,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Stability Ball,Stability Ball Hip Thrust,Glutes,Hamstrings,Hip thrust using stability ball
6575,Stability Ball Dumbbell Hip Thrust,https://youtu.be/x4lc8HocO1c,,Beginner,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Stability Ball,Dumbbell Hip Thrust on Stability Ball,Glutes,Hamstrings,Added resistance to stability ball hip thrust
6576,Bodyweight Frog Pump,https://youtu.be/7IVoH7E4rWo,https://youtu.be/jbJBXErKD-U,Beginner,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight,Frog Pump,Glutes,Hamstrings,"Feet together, knees out glute bridge variation"
6577,Dumbbell Frog Pump,https://youtu.be/N6t2Fv0SKGc,https://youtu.be/MQ62r2V7Lw8,Beginner,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell,Dumbbell Frog Pump,Glutes,Hamstrings,Frog pump with added weight
6578,Cable Glute Kickback,https://youtu.be/qJxwJ1e1HxI?si=5y999i_uPybFFDol,https://youtu.be/dJa_Nf4zdik,Novice,Glutes,Gluteus Maximus,,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Cable Glute Kickback,Glutes,,Isolation exercise for glutes
6579,Bodyweight Single Leg Foot Elevated Glute Bridge,https://youtu.be/I7Zwyzr8COk,https://youtu.be/-sDqY1KTpPE,Novice,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Bodyweight,Single Leg Elevated Glute Bridge,Glutes,Hamstrings,Increased difficulty with foot elevation
6580,Suspension Feet Elevated Glute Bridge,https://youtu.be/bZUGEwxZVks?si=GXDy3dTxYcWMuQpw,https://youtu.be/KlgaxSAfaDA,Novice,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Suspension Trainer,Feet Elevated Glute Bridge with Suspension Trainer,Glutes,Hamstrings,Uses suspension for foot support
6581,Miniband Thigh Lateral Walk,https://youtu.be/34fVGXqWWs8,https://youtu.be/7C8mL0v976o,Beginner,Abductors,Gluteus Medius,Gluteus Minimus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband,Lateral Walk with Miniband (Thigh Placement),Gluteus Medius,Gluteus Minimus,Targets hip abductors
6582,Miniband Ankle Lateral Walk,https://youtu.be/N4tkpDMlqCQ,https://youtu.be/mKCe63bpPxA,Novice,Abductors,Gluteus Medius,Gluteus Minimus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband,Lateral Walk with Miniband (Ankle Placement),Gluteus Medius,Gluteus Minimus,Ankle-level resistance for abduction
6583,Miniband Feet Lateral Walk,https://youtu.be/GxqfnFHLH6c,https://youtu.be/5wUk8wQNUT8,Intermediate,Abductors,Gluteus Medius,Gluteus Minimus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband,Lateral Walk with Miniband (Feet Placement),Gluteus Medius,Gluteus Minimus,Miniband around feet for lateral walks
6584,Miniband Standing Glute Kickback,https://youtu.be/pdP0uJXvc44?si=lpmJ6krZopavsZrJ,https://youtu.be/kK5RKh_abCE?si=_1yTmWZij9OG5rwA,Novice,Glutes,Gluteus Maximus,,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband,Standing Glute Kickback with Miniband,Glutes,,Standing hip extension with band resistance
6585,Barbell Hip Thrust,https://youtu.be/5S8SApGU_Lk,https://youtu.be/LM8XHLYJoYs,Novice,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Hip Thrust,Glutes,Hamstrings,Well-known name; primary and secondary muscles standardized.
6586,Barbell Single Leg Hip Thrust,https://youtu.be/BMIy2gtjsTI?si=JnJL8ZiliAOk_Ac1,,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Single-Leg Barbell Hip Thrust,Glutes,Hamstrings,Standard variation of hip thrust; minor name adjustment for clarity.
6587,Stability Ball Single Leg Foot Elevated Glute Bridge,https://youtu.be/LSUPiOJOA6M,,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Stability Ball,Single-Leg Stability Ball Glute Bridge,Glutes,Hamstrings,Simplified name while preserving movement and equipment.
6588,Miniband Standing Hip Abduction,https://youtu.be/dZNkjqKNUUs,,Novice,Abductors,Gluteus Medius,Gluteus Minimus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband,Standing Band Hip Abduction,Gluteus Medius,Gluteus Minimus,Common name for this glute activation exercise.
6589,Miniband 3 Way Cha Cha,https://youtu.be/3SOcMYQWbDU,,Beginner,Abductors,Gluteus Medius,Gluteus Minimus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband,Lateral Walk with Band,Gluteus Medius,Gluteus Minimus,Commonly known as lateral band walk; 'Cha Cha' is non-standard.
6590,Slider Single Arm Kettlebell Suitcase Contralateral Reverse Lunge,https://youtu.be/5D-hSAvpFls?si=2EfexeMUADw51Wu2,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Contralateral Reverse Lunge with Slider,Quadriceps,Glutes,Simplified to reflect core movement; 'suitcase' load implied.
6591,Cable Hip Abduction,https://youtu.be/saVSMtIttZE?si=qgSuj5ww8uiz2Wkd,https://youtu.be/pvnR8CDb4BU,Novice,Abductors,Gluteus Medius,Gluteus Minimus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Cable,Cable Hip Abduction,Gluteus Medius,Gluteus Minimus,Already standard; muscles updated to common terms.
6592,Miniband Wall Sit Hip Abduction,https://youtu.be/w5nYnnT1E9s,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Medius,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Miniband,Wall Sit with Band Hip Abduction,Quadriceps,Gluteus Medius,Combines isometric squat with abduction; name clarifies movement.
6593,Slider Barbell Overhead Lateral Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Overhead Lateral Lunge with Slider,Quadriceps,Glutes,Overhead stability and lateral lunge pattern preserved.
6594,Single Arm Dumbbell Half Kneeling Contralateral Overhead Press,https://youtu.be/4DUIY95jX6Y,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Contralateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Half-Kneeling Single-Arm Overhead Press,Anterior Deltoids,Triceps,Standard name for this press variation.
6595,Barbell Shrug,,https://youtu.be/pqYr_lb04O4,Novice,Trapezius,Upper Trapezius,Levator Scapulae,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Shrug,Traps,Levator Scapulae,Common name; 'Upper Trapezius' simplified to 'Traps'.
6596,Cable Face Pull,https://youtu.be/l3prcz-3FbI?si=qvb-6gLh-aavLGWK,https://youtu.be/1dzR5IW0cL8,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Cable,Cable Face Pull,Rear Delts,Infraspinatus,Widely recognized; 'Posterior Deltoids' = 'Rear Delts'.
6597,Cable Seated Face Pull,https://youtu.be/4UhV4cCkugM,,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Cable,Seated Cable Face Pull,Rear Delts,Infraspinatus,Seated variation of standard face pull.
6598,Cable Guillotine Curl,https://youtu.be/KLM1hUecXbY,,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Cable Guillotine Curl,Biceps,Brachialis,Known name in fitness; primary muscle simplified.
6599,Cable Supine Bicep Curl,https://youtu.be/hBC7lPyEkVM,,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Supine Cable Bicep Curl,Biceps,Brachialis,Uncommon variation; name reflects position and movement.
6600,Cable Straight Bar High Bicep Curl,https://youtu.be/xaMJYDzqTZg,,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,High Cable Bicep Curl,Biceps,Brachialis,Standard name for curl using high cable attachment.
6601,Double Dumbbell Spider Curl,https://youtu.be/9Dd8iiEUs_Q?si=juy6zuf-MVn-W8j8,https://youtu.be/nvufDW-MSQk,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Dumbbell Spider Curl,Biceps,Brachialis,'Double' is redundant; spider curl implies both arms.
6602,EZ Bar Spider Curl,https://youtu.be/wtbHEt6Qi8g?si=wca7IhWcGWNDg2QX,https://youtu.be/BsE9zhhTU1A,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar,EZ Bar Spider Curl,Biceps,Brachialis,Well-known variation of spider curl.
6603,Stability Ball Cable Preacher Curl,https://youtu.be/uEjtuyC6-bc,,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Stability Ball,Cable Preacher Curl on Stability Ball,Biceps,Brachialis,Combines preacher curl mechanics with stability challenge.
6604,Single Arm Dumbbell Standing Concentration Curl,https://youtu.be/fOV-z1wARvs?si=pxr3u-XyVhL6BlD3,https://youtu.be/bbFFdxcAYiw,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Standing Dumbbell Concentration Curl,Biceps,Brachialis,Standard name; 'single arm' is implied in concentration curl.
6605,EZ Bar Wide Grip Bicep Curl,https://youtu.be/xUdw3EtnTLM?si=6zj86RhHEsTUIlf4,,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar,Wide-Grip EZ Bar Curl,Biceps,Brachialis,Emphasizes outer biceps; grip specified.
6606,Single Arm Cable Standing High Bicep Curl,https://youtu.be/shIYFhPQVSo,,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Standing High Cable Bicep Curl,Biceps,Brachialis,Uses high pulley for resistance; unilateral focus.
6607,EZ Bar Seated Overhead Tricep Extension,https://youtu.be/QGK3RQ_Eexc?si=2Go8XA5nbKIfwUBr,https://youtu.be/priRWVpDV8c,Novice,Triceps,Triceps Brachii,Anterior Deltoids,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar,Seated Overhead EZ Bar Triceps Extension,Triceps,Front Delts,Targets long head of triceps; seated for stability.
6608,EZ Bar Overhead Tricep Extension,https://youtu.be/99qXUnFuQdM,https://youtu.be/xvvN9HZvaBE,Novice,Triceps,Triceps Brachii,Anterior Deltoids,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar,Overhead EZ Bar Triceps Extension,Triceps,Front Delts,Common triceps exercise; name standardized.
6609,Barbell Thruster,https://youtu.be/aea5BGj9a8Y,https://youtu.be/Zvt5-mugUco,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Thruster,Quadriceps,Front Delts,Full-body compound; name and muscles widely accepted.
6610,Bodyweight Diamond Push Up,https://youtu.be/XtU2VQVuLYs,https://youtu.be/J0DnG1_S92I,Novice,Triceps,Triceps Brachii,Pectoralis Major,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Bodyweight,Diamond Push-Up,Triceps,Chest,Close-grip push-up emphasizing triceps.
6611,EZ Bar Lying Tricep Extension,https://youtu.be/fUW3C1lVWkk?si=uxeyIMMcnTpM46fm,https://youtu.be/FrutSwqK5fQ,Novice,Triceps,Triceps Brachii,,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar,Lying EZ Bar Triceps Extension,Triceps,,Also known as skullcrusher; primary muscle only.
6612,Cable Rope Overhead Tricep Extension,https://youtu.be/KvrP8c6eVBc?si=1EP-aMrXRtcbPO6b,https://youtu.be/XTerYx0kwQ8,Novice,Triceps,Triceps Brachii,Anterior Deltoids,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Cable Rope Overhead Triceps Extension,Triceps,Front Delts,Uses rope for comfort and range; overhead position.
6613,Single Arm Cable Reverse Grip Tricep Pushdown,https://youtu.be/pXd8vm-ZSOA?si=8_iZ3618RVjOmu3S,https://youtu.be/ebtopenAnQ4,Novice,Triceps,Triceps Brachii,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Reverse-Grip Cable Triceps Pushdown,Triceps,,Underhand grip emphasizes triceps differently.
6614,EZ Bar Reverse Grip Bicep Curl,https://youtu.be/aIrvcBlNHBA,https://youtu.be/nRgxYX2Ve9w,Novice,Forearms,Brachioradialis,Biceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar,Reverse-Grip EZ Bar Curl,Brachioradialis,Biceps,Targets brachialis and brachioradialis; hammer curl alternative.
6615,Stability Ball Single Arm Dumbbell Chest Press,https://youtu.be/EQlfrWvaU6w,,Novice,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Stability Ball,Single-Arm Dumbbell Chest Press on Stability Ball,Chest,Triceps,Unstable surface increases core engagement.
6616,Suspension Face Pull,https://youtu.be/3FVZDVJnvIA,,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Suspension Trainer,Suspension Face Pull,Rear Delts,Infraspinatus,Uses bodyweight and suspension for rear shoulder work.
6617,Landmine V Grip Row,https://youtu.be/gnikveF7dgI,https://youtu.be/9hSQVBHLOX0?si=7vUXasQb6975_SHL,Novice,Back,Latissimus Dorsi,,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Landmine,Landmine Row with V-Grip,Lats,,Landmine setup allows angled rowing motion.
6618,Double Dumbbell Thruster,https://youtu.be/u3wKkZjE8QM,https://youtu.be/cPzfRo_jti0,Novice,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Dumbbell Thruster,Quadriceps,Front Delts,"Same movement as barbell thruster, with dumbbells."
6619,Single Arm Dumbbell Thruster,https://youtu.be/03aX4h5-EkA,https://youtu.be/o1wfP7nTCqg,Novice,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Single-Arm Dumbbell Thruster,Quadriceps,Front Delts,Unilateral version increases core demand.
6620,Single Arm Landmine Row,https://youtu.be/tiETx7VNDf0,,Novice,Back,Latissimus Dorsi,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Landmine,Single-Arm Landmine Row,Lats,,Effective row variation with rotational stability.
6621,Superband Assisted Bar Pull Up,https://youtu.be/__TzXC-Hc_4?si=Z59SDF6EfXOY4pa_,https://youtu.be/4yE-XGDWJPg?si=3XGTgo0KrcE1Rl3M,Novice,Back,Latissimus Dorsi,,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Superband,Band-Assisted Pull-Up,Lats,,Common method for building pull-up strength.
6622,Stability Ball Prone Cobra,https://youtu.be/qt1WWg8QDg8?si=Go7eAWcyWu13yBIi,https://youtu.be/tJNfWBGDVSI,Novice,Back,Erector Spinae,,Upper Body,Bilateral,Postural,2025-08-10 01:02:43.832216+00,Stability Ball,Prone Cobra on Stability Ball,Erector Spinae,,Spinal extension exercise with added instability.
6623,Single Arm Dumbbell Overhead Carry,https://youtu.be/Pvs-dT7KPh4,,Intermediate,Shoulders,Anterior Deltoids,Obliques,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell,Overhead Dumbbell Carry,Front Delts,Obliques,Carry variation emphasizing shoulder stability and core.
6624,Double Dumbbell Pendlay Row,https://youtu.be/4-Jz3c_u1dw,,Novice,Back,Latissimus Dorsi,,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Dumbbell Pendlay Row,Lats,,Barbell row variation performed with dumbbells.
6625,Cable Straight Bar Pullover,https://youtu.be/SgzJGLlAtok?si=p2bo--kETp2ajVVX,https://youtu.be/Lf6pcq7zy28,Novice,Back,Latissimus Dorsi,,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Cable Pullover,Lats,,Targets lats with constant tension from cable.
6626,Single Arm Cable Half Kneeling Lat Pulldown,https://youtu.be/4QDCC2gU5_E,,Novice,Back,Latissimus Dorsi,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Half-Kneeling Single-Arm Cable Lat Pulldown,Lats,,Unilateral pulldown with core stability component.
6627,Single Arm Cable Half Kneeling Low Row,https://youtu.be/redrpTwkplw,,Novice,Back,Latissimus Dorsi,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Half-Kneeling Single-Arm Cable Row,Lats,,Low cable row with rotational control.
6628,Single Arm Suspension Low Row,https://youtu.be/wH4TXGV8UyA?si=N8Y8Uk0A9glEeeuQ,https://youtu.be/aN2TnxS_ekQ,Novice,Back,Latissimus Dorsi,Biceps Brachii,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Suspension Trainer,Single-Arm Suspension Row,Lats,Biceps,Bodyweight row using suspension trainer.
6629,Double Dumbbell Incline Bench Prone Row,https://youtu.be/93ZAdx24QVQ,https://youtu.be/2LxN3_3atps,Novice,Back,Latissimus Dorsi,,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Incline Dumbbell Row,Lats,,Prone position on incline bench; targets back.
6630,Barbell Pendlay Row,https://youtu.be/ezrZnmjZTR4,https://youtu.be/ZlRrIsoDpKg,Novice,Back,Latissimus Dorsi,,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Pendlay Row,Lats,,Explosive barbell row from dead stop.
6631,Barbell Bench Press,https://youtu.be/SCVCLChPQFY,https://youtu.be/rxD321l2svE,Novice,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Bilateral,Powerlifting,2025-08-10 01:02:43.832216+00,Barbell,Barbell Bench Press,Chest,Triceps,Standard compound chest exercise.
6632,Cable Single Leg Standing Bent Knee Hip External Rotation,https://youtu.be/1OnBBhiaQjY,,Novice,Glutes,Gluteus Maximus,Gluteus Medius,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Cable,Standing Cable Hip External Rotation,Glutes,Gluteus Medius,Targets glute max and medius in standing position.
6633,Cable Hip Rotation,https://youtu.be/ApvO0XTFjRc,,Novice,Glutes,Gluteus Maximus,Gluteus Medius,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Cable,Cable Hip Rotation,Glutes,Gluteus Medius,General term; likely refers to external rotation movement.
6634,Barbell Bicep Curl,https://youtu.be/BVrlItPBX8M?si=4NJpARumV7sAFCki,https://youtu.be/bAWLx7PPK10,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Bicep Curl,Biceps,Brachialis,Standard biceps exercise; widely recognized.
6635,Barbell Overhead Press,https://youtu.be/43GSKivZnw4?si=OIfasYK8gG4sUDBW,https://youtu.be/8dacy5hjaE8,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Overhead Press,Shoulders,Triceps,Common name retained; primary muscle generalized to 'Shoulders'
6636,Barbell Push Press,https://youtu.be/iaBVSJm78ko,https://youtu.be/a8HQo8z20Uo,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Barbell,Barbell Push Press,Shoulders,Triceps,Standard name used; explosive overhead movement
6637,Barbell Bent Over Row,https://youtu.be/9Gf-Ourup_k?si=qt-DlqHLDICtOmju,,Novice,Back,Latissimus Dorsi,Rhomboids,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Bent-Over Row,Lats,Rhomboids,Commonly recognized rowing movement
6638,Single Arm Landmine Meadows Row,https://youtu.be/e-c4gMcqdyw,https://youtu.be/EsmIWi_0lio,Novice,Back,Latissimus Dorsi,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Landmine,Landmine Row,Lats,Rhomboids,Meadows row is a variation; standardized to common name
6639,Cable Straight Bar Seated Bicep Curl,https://youtu.be/iWyvxI5A1cA?si=aBSi-dGZ6CxySnnU,,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Cable Barbell Curl,Biceps,Brachialis,Seated position implied; 'straight bar' standardized to 'bar'
6640,Cable Rope Skull Crusher,https://youtu.be/NfOLyLpoGII,,Novice,Triceps,Triceps Brachii,Anconeus,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Cable Overhead Triceps Extension,Triceps,Anconeus,Skull crusher equivalent with cable and rope
6641,Single Arm Dumbbell Seated Cuban Press,https://youtu.be/KxPNCVXkvAg?si=pDMoju9bpHN_T9_7,,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell,Cuban Press,Rear Shoulders,Rotator Cuff,Targets posterior delts and external rotators
6642,Bodyweight Wall Facing Handstand,https://youtu.be/yHuLx1J9orw,https://youtu.be/FZFkX5of5Vg,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Bodyweight,Wall Handstand,Shoulders,Triceps,Common gymnastics hold; wall-facing implies wall support
6643,Parallette Close Grip Push Up,https://youtu.be/hDH5pliNKoM?si=NTV941Sjf3NsUGDj,https://youtu.be/mFrDht6JkIs?si=DTh4N2l9pfjJET2z,Novice,Triceps,Triceps Brachii,Pectoralis Major,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Parallette Bars,Close-Grip Push-Up,Triceps,Chest,Elevated push-up with focus on triceps
6644,Parallette Wide Push Up,https://youtu.be/UEZy-OmXdZs,,Novice,Chest,Pectoralis Major,,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Parallette Bars,Wide-Grip Push-Up,Chest,Shoulders,Emphasizes pectorals with wider hand placement
6645,Barbell Front Raise,https://youtu.be/DL-HN35sxdg,https://youtu.be/Ofo2DQdT7DA,Novice,Shoulders,Anterior Deltoids,Pectoralis Major,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Front Raise,Front Shoulders,Chest,Standard name retained
6646,Single Arm Cable Front Raise,https://youtu.be/acozHQv1JLk,,Novice,Shoulders,Anterior Deltoids,Pectoralis Major,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Cable Front Raise,Front Shoulders,Chest,Single-arm version of front raise
6647,Parallette Side Plank,https://youtu.be/d7PGNbhmQVM,,Intermediate,Abdominals,Obliques,Rectus Abdominis,Core,Unilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Parallette Bars,Side Plank,Obliques,Abs,Elevated side plank using parallettes
6648,Cable Straight Bar Front Raise,https://youtu.be/PgSZlX32WTo,https://youtu.be/wxzEul89zR0,Novice,Shoulders,Anterior Deltoids,Pectoralis Major,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Cable Front Raise,Front Shoulders,Chest,Uses straight bar attachment
6649,Barbell Close Grip Bench Press,https://youtu.be/XEFDMwmrLAM,https://youtu.be/cXbSJHtjrQQ,Novice,Triceps,Triceps Brachii,Pectoralis Major,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Close-Grip Bench Press,Triceps,Chest,Common compound movement for triceps
6650,Single Arm Cable Bicep Curl,https://youtu.be/Pu5p6uZGTZM?si=MoB-YCpKDesQD9Nn,,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Cable Bicep Curl,Biceps,Brachialis,Single-arm curl with cable resistance
